transaction_date,store_id,store_size,location_type,promotion_type,is_weekend,is_festival,competition_density,items_sold
2022-05-13,18,medium,rural,bogo,0,0,5,236
2022-05-14,15,small,semi-urban,category_offer,1,0,2,229
2022-05-15,44,medium,semi-urban,bogo,1,0,3,315
2022-05-17,16,medium,urban,free_gift,0,0,6,235
2022-05-18,27,small,semi-urban,loyalty_points,0,0,5,203
2022-05-19,8,large,urban,category_offer,0,0,4,336
2022-05-20,46,large,urban,loyalty_points,0,0,4,249
2022-05-21,25,medium,urban,flat_discount,1,0,5,359
2022-05-23,17,medium,semi-urban,category_offer,0,0,2,218
2022-05-24,29,medium,urban,flat_discount,0,0,9,299
2022-05-24,8,medium,urban,bogo,0,1,2,392
2022-05-24,15,medium,rural,free_gift,0,0,2,224
2022-05-25,27,small,urban,bogo,0,0,9,248
2022-05-25,46,medium,semi-urban,free_gift,0,0,3,276
2022-05-26,50,large,semi-urban,loyalty_points,0,0,7,223
2022-05-26,7,medium,urban,flat_discount,0,0,4,308
2022-05-27,3,small,rural,category_offer,0,0,6,189
2022-05-27,29,large,urban,bogo,0,0,4,365
2022-05-28,44,small,semi-urban,flat_discount,1,0,7,312
2022-05-29,24,small,semi-urban,flat_discount,1,0,1,258
2022-05-30,3,small,semi-urban,loyalty_points,0,0,3,209
2022-05-31,20,medium,semi-urban,loyalty_points,0,0,3,223
2022-05-31,46,large,urban,loyalty_points,0,0,1,337
2022-06-01,15,medium,urban,loyalty_points,0,0,6,251
2022-06-02,25,small,semi-urban,flat_discount,0,0,9,193
2022-06-03,30,large,semi-urban,bogo,0,0,8,333
2022-06-03,14,large,rural,category_offer,0,1,7,306
2022-06-03,7,large,rural,free_gift,0,0,8,210
2022-06-04,17,small,rural,bogo,1,0,6,234
2022-06-05,44,medium,semi-urban,bogo,1,0,9,318
2022-06-06,20,large,urban,free_gift,0,0,3,355
2022-06-07,36,large,rural,free_gift,0,0,9,245
2022-06-09,9,small,semi-urban,flat_discount,0,0,4,250
2022-06-09,38,small,urban,free_gift,0,0,7,195
2022-06-10,48,medium,rural,free_gift,0,1,9,271
2022-06-11,22,large,rural,free_gift,1,0,2,301
2022-06-11,2,medium,semi-urban,flat_discount,1,0,2,306
2022-06-14,24,medium,urban,category_offer,0,0,9,255
2022-06-15,8,small,urban,flat_discount,0,0,3,273
2022-06-16,11,medium,rural,bogo,0,1,9,301
2022-06-16,13,large,rural,category_offer,0,0,5,248
2022-06-17,17,medium,urban,free_gift,0,0,6,270
2022-06-19,8,large,urban,bogo,1,0,2,375
2022-06-19,21,large,rural,category_offer,1,0,8,278
2022-06-21,18,small,urban,free_gift,0,0,9,219
2022-06-21,30,medium,semi-urban,category_offer,0,0,2,234
2022-06-22,18,small,rural,category_offer,0,0,6,162
2022-06-22,46,large,urban,free_gift,0,0,6,313
2022-06-22,47,medium,semi-urban,free_gift,0,0,8,220
2022-06-26,31,medium,urban,flat_discount,1,0,5,366
2022-06-26,38,large,urban,bogo,1,1,9,428
2022-06-26,32,medium,rural,bogo,1,0,1,283
2022-06-30,11,large,semi-urban,free_gift,0,0,9,337
2022-07-01,45,medium,rural,free_gift,0,0,7,183
2022-07-02,25,small,semi-urban,bogo,1,0,4,244
2022-07-03,33,medium,urban,flat_discount,1,0,3,359
2022-07-06,38,large,urban,free_gift,0,1,6,340
2022-07-06,41,medium,urban,bogo,0,0,1,311
2022-07-06,8,large,urban,category_offer,0,1,3,444
2022-07-07,11,large,urban,flat_discount,0,0,2,300
2022-07-07,22,small,urban,free_gift,0,0,9,173
2022-07-09,24,large,semi-urban,loyalty_points,1,1,3,353
2022-07-09,41,small,semi-urban,flat_discount,1,0,2,291
2022-07-09,17,small,semi-urban,free_gift,1,1,4,356
2022-07-10,12,small,semi-urban,flat_discount,1,0,2,256
2022-07-11,46,large,urban,free_gift,0,1,1,424
2022-07-13,32,medium,urban,free_gift,0,0,6,306
2022-07-13,15,small,semi-urban,bogo,0,0,8,265
2022-07-15,16,medium,semi-urban,free_gift,0,0,2,242
2022-07-17,22,medium,urban,loyalty_points,1,0,9,230
2022-07-17,28,small,rural,flat_discount,1,0,3,220
2022-07-20,20,large,rural,flat_discount,0,0,8,250
2022-07-20,33,large,semi-urban,loyalty_points,0,0,8,244
2022-07-21,10,medium,urban,free_gift,0,0,3,276
2022-07-21,40,large,rural,loyalty_points,0,0,3,268
2022-07-22,32,medium,semi-urban,free_gift,0,0,6,268
2022-07-22,50,large,rural,category_offer,0,0,1,252
2022-07-24,33,medium,rural,bogo,1,0,4,320
2022-07-25,2,medium,rural,category_offer,0,0,1,225
2022-07-26,33,small,semi-urban,loyalty_points,0,0,3,187
2022-07-27,33,large,urban,free_gift,0,0,9,325
2022-08-02,41,medium,semi-urban,flat_discount,0,1,5,336
2022-08-03,13,small,semi-urban,bogo,0,0,5,281
2022-08-04,30,small,semi-urban,flat_discount,0,0,4,182
2022-08-04,33,medium,urban,flat_discount,0,0,3,283
2022-08-04,13,medium,urban,bogo,0,0,5,301
2022-08-05,26,medium,rural,free_gift,0,0,4,228
2022-08-05,22,large,semi-urban,free_gift,0,0,8,302
2022-08-05,39,small,rural,bogo,0,0,4,207
2022-08-06,2,medium,rural,free_gift,1,0,8,215
2022-08-06,38,small,semi-urban,flat_discount,1,0,6,278
2022-08-06,39,large,semi-urban,flat_discount,1,0,5,358
2022-08-08,26,large,rural,flat_discount,0,1,4,304
2022-08-12,46,medium,semi-urban,free_gift,0,0,4,242
2022-08-13,50,medium,semi-urban,flat_discount,1,0,4,263
2022-08-14,15,medium,urban,bogo,1,1,9,401
2022-08-14,34,medium,semi-urban,bogo,1,0,4,295
2022-08-14,42,large,semi-urban,category_offer,1,0,9,323
2022-08-16,44,medium,urban,flat_discount,0,0,6,289
2022-08-16,49,medium,urban,category_offer,0,1,7,306
2022-08-17,40,medium,urban,category_offer,0,1,3,373
2022-08-18,11,large,urban,category_offer,0,0,8,260
2022-08-19,3,medium,urban,loyalty_points,0,0,3,269
2022-08-19,6,small,semi-urban,flat_discount,0,0,1,206
2022-08-21,9,medium,rural,flat_discount,1,0,5,265
2022-08-21,6,large,semi-urban,loyalty_points,1,0,2,326
2022-08-23,9,small,urban,free_gift,0,1,6,325
2022-08-24,39,small,urban,free_gift,0,0,9,256
2022-08-24,31,small,semi-urban,category_offer,0,0,1,199
2022-08-25,32,medium,urban,category_offer,0,0,4,275
2022-08-27,41,medium,rural,loyalty_points,1,0,1,241
2022-08-30,50,medium,semi-urban,loyalty_points,0,0,1,236
2022-08-31,12,medium,rural,category_offer,0,0,8,206
2022-09-01,8,medium,urban,bogo,0,1,2,391
2022-09-02,8,medium,semi-urban,loyalty_points,0,1,1,266
2022-09-03,50,large,urban,flat_discount,1,0,8,374
2022-09-04,28,medium,rural,flat_discount,1,0,4,287
2022-09-04,20,large,semi-urban,loyalty_points,1,0,3,293
2022-09-06,47,medium,urban,bogo,0,0,4,275
2022-09-06,7,small,urban,flat_discount,0,0,5,286
2022-09-07,11,medium,urban,flat_discount,0,0,1,314
2022-09-07,20,medium,semi-urban,loyalty_points,0,1,1,306
2022-09-08,16,medium,urban,free_gift,0,0,3,252
2022-09-10,4,small,semi-urban,category_offer,1,0,6,211
2022-09-10,6,small,urban,flat_discount,1,0,1,339
2022-09-11,22,large,semi-urban,category_offer,1,0,2,327
2022-09-11,26,small,rural,category_offer,1,0,7,190
2022-09-13,3,large,rural,bogo,0,0,1,309
2022-09-15,41,small,rural,bogo,0,0,7,178
2022-09-16,42,medium,urban,flat_discount,0,0,4,330
2022-09-16,14,medium,urban,loyalty_points,0,0,6,285
2022-09-18,11,medium,semi-urban,category_offer,1,0,8,254
2022-09-18,18,medium,urban,loyalty_points,1,0,9,272
2022-09-20,12,small,semi-urban,bogo,0,0,6,161
2022-09-21,23,small,urban,category_offer,0,0,9,175
2022-09-22,12,medium,urban,category_offer,0,0,4,234
2022-09-23,13,medium,urban,category_offer,0,0,6,265
2022-09-25,25,large,rural,loyalty_points,1,1,8,342
2022-09-25,45,large,urban,bogo,1,0,9,344
2022-09-26,19,large,semi-urban,flat_discount,0,0,3,293
2022-09-27,46,large,urban,category_offer,0,1,2,406
2022-09-27,36,medium,semi-urban,category_offer,0,0,6,240
2022-09-29,45,small,urban,free_gift,0,0,4,190
2022-10-02,8,large,rural,flat_discount,1,0,1,323
2022-10-04,29,medium,rural,free_gift,0,1,8,251
2022-10-04,32,medium,urban,bogo,0,1,9,395
2022-10-06,44,small,rural,bogo,0,0,9,212
2022-10-07,18,medium,rural,category_offer,0,0,2,191
2022-10-07,6,medium,rural,category_offer,0,0,9,173
2022-10-08,18,large,rural,flat_discount,1,1,7,377
2022-10-11,19,medium,urban,bogo,0,1,5,328
2022-10-12,22,medium,semi-urban,bogo,0,0,7,272
2022-10-12,37,large,urban,flat_discount,0,0,9,311
2022-10-12,32,small,urban,category_offer,0,0,8,240
2022-10-13,41,medium,rural,loyalty_points,0,0,6,164
2022-10-16,3,small,urban,bogo,1,0,4,297
2022-10-16,28,medium,semi-urban,category_offer,1,0,1,249
2022-10-20,10,large,rural,loyalty_points,0,0,6,206
2022-10-21,35,small,rural,loyalty_points,0,0,3,131
2022-10-23,29,large,rural,flat_discount,1,1,6,416
2022-10-23,15,small,urban,loyalty_points,1,0,6,239
2022-10-23,33,large,urban,bogo,1,0,4,396
2022-10-29,7,large,semi-urban,bogo,1,0,2,354
2022-10-29,12,large,urban,flat_discount,1,1,9,411
2022-10-30,49,small,urban,free_gift,1,0,2,284
2022-11-01,30,large,urban,flat_discount,0,0,3,350
2022-11-07,21,medium,rural,flat_discount,0,0,1,211
2022-11-09,31,medium,semi-urban,bogo,0,0,7,284
2022-11-09,24,large,urban,category_offer,0,0,1,295
2022-11-10,20,small,semi-urban,loyalty_points,0,0,9,155
2022-11-11,37,large,urban,bogo,0,1,1,450
2022-11-12,4,small,urban,loyalty_points,1,0,5,243
2022-11-14,28,medium,rural,loyalty_points,0,0,7,189
2022-11-14,44,medium,semi-urban,category_offer,0,0,3,228
2022-11-14,20,small,rural,flat_discount,0,0,9,181
2022-11-16,24,small,urban,category_offer,0,0,8,156
2022-11-17,50,small,rural,loyalty_points,0,0,3,115
2022-11-17,49,medium,semi-urban,category_offer,0,0,5,245
2022-11-20,32,medium,semi-urban,bogo,1,0,7,334
2022-11-20,41,medium,semi-urban,free_gift,1,0,4,265
2022-11-22,36,small,rural,category_offer,0,0,5,158
2022-11-23,34,small,semi-urban,free_gift,0,0,3,213
2022-11-24,36,medium,semi-urban,flat_discount,0,1,9,340
2022-11-24,2,small,rural,bogo,0,0,9,142
2022-11-25,15,large,rural,category_offer,0,0,7,216
2022-11-25,34,large,semi-urban,loyalty_points,0,0,2,260
2022-11-26,36,medium,semi-urban,flat_discount,1,0,7,311
2022-11-26,6,medium,urban,loyalty_points,1,0,7,356
2022-11-27,39,large,urban,bogo,1,1,5,464
2022-11-30,42,small,semi-urban,category_offer,0,0,9,142
2022-12-01,12,small,rural,category_offer,0,0,3,181
2022-12-02,3,small,rural,category_offer,0,0,4,201
2022-12-03,45,large,urban,loyalty_points,1,0,1,354
2022-12-04,18,small,semi-urban,bogo,1,0,6,249
2022-12-04,40,medium,urban,loyalty_points,1,0,4,326
2022-12-04,21,large,rural,flat_discount,1,0,1,343
2022-12-05,15,large,rural,category_offer,0,0,2,228
2022-12-05,33,medium,semi-urban,category_offer,0,0,3,245
2022-12-06,35,small,rural,category_offer,0,0,9,177
2022-12-07,26,large,semi-urban,bogo,0,0,8,330
2022-12-08,8,medium,semi-urban,loyalty_points,0,0,7,212
2022-12-08,36,small,urban,flat_discount,0,0,4,244
2022-12-10,48,small,semi-urban,flat_discount,1,0,1,302
2022-12-12,30,large,semi-urban,category_offer,0,1,8,310
2022-12-12,23,medium,semi-urban,free_gift,0,0,4,253
2022-12-12,42,large,urban,loyalty_points,0,0,3,266
2022-12-13,44,large,rural,bogo,0,0,9,299
2022-12-14,14,medium,urban,flat_discount,0,0,4,286
2022-12-16,14,medium,semi-urban,loyalty_points,0,0,4,254
2022-12-16,2,medium,semi-urban,free_gift,0,0,9,240
2022-12-22,37,medium,semi-urban,flat_discount,0,0,2,233
2022-12-23,5,medium,semi-urban,category_offer,0,0,5,265
2022-12-24,38,large,urban,free_gift,1,0,4,401
2022-12-26,45,medium,urban,free_gift,0,0,9,285
2022-12-29,41,large,semi-urban,free_gift,0,0,5,260
2022-12-29,47,medium,semi-urban,category_offer,0,0,9,210
2022-12-30,14,medium,urban,category_offer,0,0,9,256
2022-12-31,39,medium,semi-urban,category_offer,1,0,2,266
2022-12-31,25,medium,semi-urban,flat_discount,1,0,9,330
2023-01-05,20,medium,semi-urban,loyalty_points,0,0,3,229
2023-01-06,2,small,rural,category_offer,0,0,4,100
2023-01-07,39,medium,urban,category_offer,1,0,1,330
2023-01-08,6,small,urban,bogo,1,0,1,313
2023-01-09,17,medium,rural,loyalty_points,0,0,1,205
2023-01-09,25,medium,semi-urban,category_offer,0,0,9,208
2023-01-11,28,medium,semi-urban,flat_discount,0,0,8,266
2023-01-11,2,large,rural,bogo,0,0,5,312
2023-01-12,35,medium,rural,loyalty_points,0,0,5,202
2023-01-14,37,medium,rural,flat_discount,1,0,9,254
2023-01-15,5,medium,semi-urban,loyalty_points,1,0,3,269
2023-01-15,1,medium,semi-urban,category_offer,1,0,3,281
2023-01-20,40,small,semi-urban,category_offer,0,0,7,163
2023-01-20,12,small,urban,bogo,0,0,9,267
2023-01-21,36,medium,semi-urban,flat_discount,1,0,6,308
2023-01-21,45,medium,urban,loyalty_points,1,0,2,347
2023-01-22,23,small,rural,bogo,1,1,1,373
2023-01-23,47,small,semi-urban,category_offer,0,0,2,181
2023-01-24,31,small,semi-urban,bogo,0,0,1,262
2023-01-24,11,large,urban,flat_discount,0,0,9,294
2023-01-25,10,medium,urban,flat_discount,0,1,8,378
2023-01-26,3,medium,urban,free_gift,0,0,7,256
2023-01-26,14,small,semi-urban,loyalty_points,0,0,3,160
2023-01-27,16,medium,urban,bogo,0,0,8,303
2023-01-28,10,small,semi-urban,bogo,1,0,2,217
2023-01-31,29,small,rural,bogo,0,0,2,170
2023-01-31,10,medium,rural,free_gift,0,0,3,216
2023-01-31,12,small,semi-urban,bogo,0,0,7,226
2023-01-31,30,small,urban,loyalty_points,0,0,1,217
2023-02-01,41,small,rural,free_gift,0,1,8,206
2023-02-01,1,small,rural,free_gift,0,0,7,148
2023-02-02,5,small,urban,flat_discount,0,1,4,342
2023-02-02,20,medium,semi-urban,loyalty_points,0,0,5,234
2023-02-02,8,large,urban,flat_discount,0,0,1,341
2023-02-03,43,medium,rural,flat_discount,0,0,4,261
2023-02-04,12,medium,rural,category_offer,1,0,1,271
2023-02-05,1,small,urban,free_gift,1,0,1,273
2023-02-05,20,large,rural,bogo,1,0,1,334
2023-02-05,28,medium,semi-urban,bogo,1,0,7,273
2023-02-05,43,small,rural,category_offer,1,0,7,201
2023-02-06,37,medium,semi-urban,flat_discount,0,0,4,285
2023-02-06,47,small,rural,category_offer,0,0,2,191
2023-02-06,37,medium,urban,category_offer,0,0,3,306
2023-02-07,12,medium,urban,bogo,0,0,8,288
2023-02-08,37,large,urban,free_gift,0,1,8,419
2023-02-09,49,medium,rural,bogo,0,0,6,237
2023-02-10,49,medium,rural,category_offer,0,0,9,229
2023-02-11,44,large,rural,free_gift,1,0,9,287
2023-02-12,28,small,rural,bogo,1,0,4,270
2023-02-17,47,small,urban,free_gift,0,1,1,363
2023-02-18,15,medium,urban,loyalty_points,1,0,1,307
2023-02-22,6,medium,urban,bogo,0,0,5,310
2023-02-22,44,medium,urban,loyalty_points,0,0,2,296
2023-02-23,20,large,urban,bogo,0,0,6,338
2023-02-23,50,medium,semi-urban,flat_discount,0,1,7,295
2023-02-24,14,medium,urban,flat_discount,0,0,1,355
2023-02-24,2,medium,urban,bogo,0,0,6,290
2023-02-26,9,large,urban,flat_discount,1,0,8,369
2023-03-01,37,large,urban,flat_discount,0,0,5,358
2023-03-05,20,large,rural,loyalty_points,1,0,7,258
2023-03-08,26,small,rural,loyalty_points,0,0,6,126
2023-03-08,29,medium,rural,category_offer,0,0,4,214
2023-03-11,1,small,semi-urban,flat_discount,1,1,7,289
2023-03-11,35,small,urban,flat_discount,1,0,9,275
2023-03-11,6,small,rural,flat_discount,1,0,7,235
2023-03-14,37,medium,urban,category_offer,0,0,5,258
2023-03-14,5,medium,urban,loyalty_points,0,1,7,290
2023-03-18,33,small,urban,bogo,1,0,3,355
2023-03-18,49,medium,urban,flat_discount,1,0,2,346
2023-03-18,14,medium,urban,free_gift,1,0,5,355
2023-03-19,12,medium,urban,bogo,1,0,4,346
2023-03-20,42,small,semi-urban,bogo,0,0,5,207
2023-03-21,20,medium,urban,free_gift,0,0,8,272
2023-03-21,50,large,urban,category_offer,0,0,4,302
2023-03-23,24,small,rural,flat_discount,0,0,9,148
2023-03-25,43,small,urban,flat_discount,1,0,7,325
2023-03-26,34,medium,urban,loyalty_points,1,0,7,278
2023-03-28,25,large,rural,flat_discount,0,1,8,294
2023-03-29,50,medium,urban,flat_discount,0,0,6,320
2023-03-29,29,medium,urban,flat_discount,0,0,8,268
2023-03-29,39,medium,semi-urban,flat_discount,0,0,3,245
2023-03-30,31,medium,urban,bogo,0,0,1,272
2023-03-31,47,small,semi-urban,category_offer,0,0,6,230
2023-03-31,43,medium,rural,bogo,0,0,1,224
2023-04-01,50,large,urban,bogo,1,0,9,379
2023-04-01,23,medium,semi-urban,category_offer,1,0,2,306
2023-04-02,44,large,semi-urban,free_gift,1,0,2,344
2023-04-02,38,medium,urban,loyalty_points,1,0,7,292
2023-04-05,20,small,semi-urban,loyalty_points,0,0,2,146
2023-04-05,23,large,urban,flat_discount,0,0,8,300
2023-04-06,45,small,semi-urban,category_offer,0,0,6,191
2023-04-09,16,medium,urban,free_gift,1,0,7,294
2023-04-11,50,small,semi-urban,loyalty_points,0,0,7,179
2023-04-12,42,small,urban,free_gift,0,0,6,249
2023-04-13,8,medium,rural,loyalty_points,0,1,9,287
2023-04-14,50,small,urban,category_offer,0,0,9,182
2023-04-15,21,medium,semi-urban,flat_discount,1,0,7,348
